,publisher,short_journal_title,issue,volume,title,page,DOI,is_referenced_by_count,references_count,first_author_given_name,first_author_family_name,issued_year,issued_month,issued_day
186,Informa UK Limited,Journal of Soil Contamination,1,6,Integrating biofiltration with SVE: A case study,95-112,10.1080/15320389709383548,2,6,Matthew P.,Lesley,1997,1.0,
187,Informa UK Limited,Soil and Sediment Contamination: An International Journal,8,20,Effects of Copper Contamination on RumexK-1 Response,977-985,10.1080/15320383.2011.620048,0,29,Fenghua,Wang,2011,11.0,
188,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,12,Author Index to Volume 12,927-928,10.1080/714037723,0,0,,,2003,11.0,
189,Informa UK Limited,Journal of Soil Contamination,6,7,Investigation of Dermal Contact with Soil in Controlled Trials,737-752,10.1080/10588339891334573,28,0,John C.,Kissel,1998,11.0,
190,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,14,Geochemical Assessment of Iron and Vanadium Relationships in Oxic Soil Environments,403-416,10.1080/15320380500180382,27,26,Michael,Aide,2005,9.0,
191,Informa UK Limited,Journal of Soil Contamination,2,6,Nitrification and utilization of ammonium and nitrate during oil bioremediation at different soil water potentials,149-160,10.1080/15320389709383553,6,18,Z. Z.,Chang,1997,3.0,
192,Informa UK Limited,Journal of Soil Contamination,2,7,Characterization of Heavy Metals in Soil by High Gradient Magnetic Separation,163-190,10.1080/10588339891334212,9,0,R. A.,Rikers,1998,3.0,
193,Informa UK Limited,Soil and Sediment Contamination: An International Journal,4,32,Chlorpyrifos Degradation in Semi-Arid Soil by <i>Pseudomonas fluorescens</i> Strain CD5 Isolated from Manured Soil,460-477,10.1080/15320383.2022.2098253,1,88,S.,Dubey,2022,7.0,19.0
194,Informa UK Limited,Journal of Soil Contamination,2,5,Mercury translocation in and evaporation from soil. III. quantification of evaporation of mercury from podzolized soil profiles treated with Hg Cl,121-139,10.1080/15320389609383518,7,55,K.,Schlüter,1996,4.0,
195,Informa UK Limited,Soil and Sediment Contamination: An International Journal,8,24,Heavy Metal Contamination in Urban Surface Soil of Klang District (Malaysia),865-881,10.1080/15320383.2015.1064090,23,44,Nurul Syazani,Yuswir,2015,7.0,20.0
196,Informa UK Limited,Soil and Sediment Contamination: An International Journal,4,18,Trace Element Composition of Selected Fertilizers Used in Chile: Phosphorus Fertilizers as a Source of Long-Term Soil Contamination,497-511,10.1080/15320380902962320,106,43,Mauricio,Molina,2009,6.0,22.0
197,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,11,Commercial Bioremediation of Soils,381-382,10.1080/20025891106943,0,0,Dan,Marsh,2002,5.0,
198,Informa UK Limited,Soil and Sediment Contamination: An International Journal,,,Stabilization of Lead and Zinc Nitrate-Contaminated Low Plasticity Clayey Soil Using Metakaolin Geopolymer,1-25,10.1080/15320383.2023.2255676,0,73,AmirAli,Zad,2023,9.0,7.0
199,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,13,Sedimentary Residual Soil as a Waste Containment Barrier Material,407-420,10.1080/10588330490500446,8,40,HUMAYUN,KABIR,2004,9.0,
200,Informa UK Limited,Soil and Sediment Contamination: An International Journal,7-8,26,Arsenic Contamination in Agricultural Soil Reduces Metabolic Activity of Total and Free-Living Nitrogen-Fixing Bacteria as Revealed by Real-Time qPCR,736-748,10.1080/15320383.2017.1413637,7,49,Arindam,Chakraborty,2017,11.0,17.0
201,Informa UK Limited,Journal of Soil Contamination,5,8,Statistical Analysis of Chemical Release Rates from Soils,541-558,10.1080/10588339991339469,8,0,Daniel R.,Opdyke,1999,9.0,
202,Informa UK Limited,Journal of Soil Contamination,1,8,Science Outpaces the Policy: EPA-Monitored Natural Attenuation(MNA),35-38,10.1080/10588339991339216,0,0,Ron J.,Buchanan,1999,1.0,
203,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,20,"Major Ion Chemistry of Soil Solution of Mountainous Soils, Alvand, Hamedan, Western Iran",493-508,10.1080/15320383.2011.587040,3,50,Mohsen,Jalali,2011,7.0,
204,Informa UK Limited,Journal of Soil Contamination,2,8,Removal of Heavy Metals from Contaminated Soil and Sediments Using the Biosurfactant Surfactin,231-254,10.1080/10588339991339324,71,0,Catherine N.,Mulligan,1999,3.0,
205,Informa UK Limited,Journal of Soil Contamination,6,7,Growth of Tomato Plants in Soil Contaminated with Kuwait Crude Oil,801-806,10.1080/10588339891334609,8,0,Wendy,Kuhn,1998,11.0,
206,Informa UK Limited,Soil and Sediment Contamination: An International Journal,7,20,Effects of Chrysotile Asbestos Contaminated Soil on Crop Plants,767-776,10.1080/15320383.2011.609197,7,26,A. K.,Trivedi,2011,10.0,
207,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,20,Effects of Bitumen Deposit on Soil Physico-Chemical Characteristics,142-162,10.1080/15320383.2011.546441,9,37,O. I.,Asubiojo,2011,2.0,28.0
208,Informa UK Limited,Journal of Soil Contamination,1,5,"The development of chemical‐specific, risk‐based soil cleanup guidelines results in timely and cost‐effective remediation",83-94,10.1080/15320389609383514,5,10,John F.,Liptak,1996,1.0,
209,Informa UK Limited,Soil and Sediment Contamination: An International Journal,1,13,Diffusion of TCE Through Soil-Bentonite Slurry Walls,81-101,10.1080/10588330490269903,27,19,MAGDALENA M.,KROL,2004,1.0,
210,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,12,Rhizosphere Microbial Characterization in Petroleum-Contaminated Soil,371-385,10.1080/713610978,34,0,M. Katherine,Banks,2003,5.0,
211,Informa UK Limited,Soil and Sediment Contamination: An International Journal,8,23,Quantitative Assessment of LNAPL Retention in Soil Porous Media,801-819,10.1080/15320383.2014.887650,21,46,Milad,Nouri,2014,5.0,27.0
212,Informa UK Limited,Journal of Soil Contamination,3,1,Determination of kerosene and #2 diesel in soil by purge and trap vs. extraction procedure,239-251,10.1080/15320389209383414,4,4,David Y.,Chang,1992,1.0,
213,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,18,Arsenic in Michigan Soil: Spatial Stratification for Environmental Regulatory Purposes,715-724,10.1080/15320380903252929,0,19,John E.,Daniels,2009,10.0,21.0
214,Informa UK Limited,Journal of Soil Contamination,1,6,Indoor infiltration of volatile organic contaminants: Measured soil gas entry rates and other research results for Canadian houses,9-13,10.1080/15320389709383542,5,12,Don,Fugler,1997,1.0,
215,Informa UK Limited,Journal of Soil Contamination,1,9,Arsenic Pollution of a Loam Soil: Retention Form and Decontamination,51-64,10.1080/10588330091134194,30,0,S. A.,Wasay,2000,1.0,
216,Informa UK Limited,Journal of Soil Contamination,4,8,The Effect of Temperature on the Bioventing of Soil Contaminated with Toluene and Decane,455-480,10.1080/10588339991339414,5,0,G.,Malina,1999,7.0,
217,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,23,Soil Profile Arsenic Concentration Distributions in Missouri Soils Having Cambic and Argillic Soil Horizons,313-327,10.1080/15320383.2014.831028,3,39,Michael,Aide,2013,10.0,29.0
218,Informa UK Limited,Soil and Sediment Contamination: An International Journal,,,Mobility Study of TiO<sub>2</sub> Nanoparticles in Soil and Their Impact on Soil Nutrients,1-19,10.1080/15320383.2023.2217931,0,53,Djibril Sekou,Keita,2023,5.0,29.0
219,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,14,"Heavy Metal Contamination of Soil, Plant and Air of Scrapyard of Discarded Vehicles at Zarqa City, Jordan",449-462,10.1080/15320380500180507,25,25,Qasem M.,Jaradat,2005,9.0,
220,Informa UK Limited,Soil and Sediment Contamination: An International Journal,7,25,Numerical Simulation of Plant–microbial Remediation for Petroleum-polluted Soil,727-738,10.1080/15320383.2016.1204531,5,30,Wencui,Ma,2016,7.0,6.0
221,Informa UK Limited,Journal of Soil Contamination,5,7,Release of Chemicals from Contaminated Soils,543-558,10.1080/10588339891334492,44,0,Derek G.,Williamson,1998,9.0,
222,Informa UK Limited,Journal of Soil Contamination,3,2,"Performance of a soil model in predicting consequences of smelter emissions, including abatement scenarios",281-313,10.1080/15320389309383444,1,52,Marsha I.,Sheppard,1993,1.0,
223,Informa UK Limited,Journal of Soil Contamination,4,7,Phytoremediation: Current Views on an Emerging Green Technology,415-432,10.1080/10588339891334438,163,0,Paul E.,Flathman,1998,7.0,
224,Informa UK Limited,Journal of Soil Contamination,2,4,Enhanced degradation of polycyclic aromatic hydrocarbons in soil treated with an advanced oxidative process — Fenton's Reagent,175-190,10.1080/15320389509383491,42,30,Dean A.,Martens,1995,4.0,
225,Informa UK Limited,Journal of Soil Contamination,5,9,Compartments for the Management of Municipal Solid Waste,503-522,10.1080/10588330091134374,10,0,S.,Kaoser,2000,9.0,
226,Informa UK Limited,Journal of Soil Contamination,1,8,Natural Attenuation of Groundwater Plume Source Zones: A Definition,9-15,10.1080/10588339991339171,1,0,Daniel L.,Pardieck,1999,1.0,
227,Informa UK Limited,Soil and Sediment Contamination: An International Journal,7,23,Adsorption of DDT from Contaminated Soil using Carbon Nanotubes,703-714,10.1080/15320383.2014.864254,10,28,Mohd Raihan,Taha,2014,3.0,5.0
228,Informa UK Limited,Journal of Soil Contamination,2,3,Significance of organic chemical adsorption in soil and groundwater remediation,191-201,10.1080/15320389409383462,5,10,A. V.,Krishnayya,1994,6.0,
229,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,10,Biodegradation of PAHs in Aggregates of a Low Permeability Soil,211-226,10.1080/20015891109220,8,0,M.,Nocentini,2001,3.0,
230,Informa UK Limited,Journal of Soil Contamination,3,6,Bioremediation of a polycyclic aromatic hydrocarbon‐contaminated soil by using different aerobic batch bioreactor systems,243-256,10.1080/15320389709383563,16,25,D.,Pinelli,1997,5.0,
231,Informa UK Limited,Journal of Soil Contamination,4,1,"Cone penetrometer testing, hydropunch<sup>®</sup>, and borehole geophysics applications for environmental investigations",321-338,10.1080/15320389209383420,2,5,Bruce,Manchon,1992,1.0,
232,Informa UK Limited,Journal of Soil Contamination,6,6,Effects of chromite ore‐processing residue on concrete structures,751-765,10.1080/15320389709383596,1,12,A. Rhett,Whitlock,1997,11.0,
233,Informa UK Limited,Journal of Soil Contamination,4,9,The Influence of Organic Matter and pH on DDT Aqueous Solubility,347-358,10.1080/10588330091134293,4,0,Ketil,Haarstad,2000,7.0,
234,Informa UK Limited,Journal of Soil Contamination,6,8,Using Short-Term Mutagenicity Tests for the Evaluation of Genotoxicity of Contaminated Soils,667-680,10.1080/10588339991339531,11,0,Katerina,Malachova,1999,11.0,
235,Informa UK Limited,Journal of Soil Contamination,1,8,Natural Attenuation as a Remedy Not as an Excuse,29-33,10.1080/10588339991339207,1,0,Jack V.,Matson,1999,1.0,
236,Informa UK Limited,Journal of Soil Contamination,3,8,Strategy for Restoration of Brine-Disturbed Land,307-328,10.1080/10588339991339351,8,0,A.,Atalay,1999,5.0,
237,Informa UK Limited,Journal of Soil Contamination,4,6,Aqueous phase permeability in the region of discontinuous NAPL,409-424,10.1080/15320389709383575,0,30,Lizette R.,Chevalier,1997,7.0,
238,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,10,Compost Soil Piles for Treatment of Oil-Contaminated Soil,197-209,10.1080/20015891109211,17,0,R.,Al-Daher,2001,3.0,
239,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,27,Impact of Oil-Spill Contamination on a Soil Bacterial Community: A 40-Year History of Rehabilitation in the Arava Valley,175-185,10.1080/15320383.2018.1443427,14,29,Ruben,Girsowicz,2018,3.0,
240,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,17,"Heavy Metal Contamination of Soil Beneath a Waste Disposal Site at Dengkil, Selangor, Malaysia",449-466,10.1080/15320380802304342,25,40,E. A. R.,Bahaa-Eldin,2008,8.0,22.0
241,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,18,"Evaluation of the Soil Contamination of Tangier (Morocco) by the Determination of BTEX, PCBs, and PAHs",535-545,10.1080/15320380903085717,4,20,Abdelali,Zouir,2009,8.0,12.0
242,Informa UK Limited,Soil and Sediment Contamination: An International Journal,8,32,Contamination of Arable Soil with Toxic Trace Elements (Tes) around Mine Sites and the Assessment of Associated Human Health Risks,1157-1192,10.1080/15320383.2023.2172381,2,106,Gregory Udie,Sikakwe,2023,2.0,6.0
243,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,16,Influence of Soil Organic Matter on Copper Extraction from Contaminated Soil,323-335,10.1080/15320380701285758,27,39,L.,Di Palma,2007,4.0,4.0
244,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,20,Arsenopyrite Weathering and Leaching of Arsenic in an Austrian Soil,550-563,10.1080/15320383.2011.587044,2,30,Dejene A.,Tessema,2011,7.0,
245,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,12,Rate of Contaminant Bioavailability in Artificial Soil-Water Column Experiments,835-850,10.1080/10588330390254900,0,0,Yves,Dudal,2003,11.0,
246,Informa UK Limited,Journal of Soil Contamination,3,8,Chemical Fate and Transport of Atrazine in Soil Gravel Materials at Agrichemical Distribution Facilities,365-387,10.1080/10588339991339388,4,0,William R.,Roy,1999,5.0,
247,Informa UK Limited,Journal of Soil Contamination,5,6,Laboratory evaluation of a biodegradable surfactant for <i>In Situ</i> soil flushing,509-523,10.1080/15320389709383583,7,11,Clifford J.,Bruell,1997,9.0,
248,Informa UK Limited,Soil and Sediment Contamination: An International Journal,1,29,Sorption Capacity of Pesticides on Soil in a Predominant Apple Cultivation Area,107-119,10.1080/15320383.2019.1684876,5,42,Dev,Kumari,2019,11.0,6.0
249,Informa UK Limited,Journal of Soil Contamination,1,8,"Extraction, Recovery, and Biostability of EDTA for Remediation of Heavy Metal-Contaminated Soil",81-103,10.1080/10588339991339243,95,0,P. K. Andrew,Hong,1999,1.0,
250,Informa UK Limited,Journal of Soil Contamination,6,8,Lead Distribution and Mobility in a Soil Embankment Used as a Bullet Stop at a Shooting Range,653-665,10.1080/10588339991339522,37,0,Thomas,Astrup,1999,11.0,
251,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,31,Assessment of Geotechnical Properties of Oil Contaminated Subgrade Soil: Review,586-610,10.1080/15320383.2021.1985079,4,80,Walied A. H,Elsaigh,2021,10.0,12.0
252,Informa UK Limited,Journal of Soil Contamination,4,7,Potential of Phytoremediation for Treatment of PAHs in Soil at MGP Sites,467-480,10.1080/10588339891334401,119,0,S. P.,Pradhan,1998,7.0,
253,Informa UK Limited,Journal of Soil Contamination,1,7,Enhanced Biodegradation of Petroleum Hydrocarbons in Contaminated Soil,37-51,10.1080/713914241,5,0,Laleh,Yerushalmi,1998,1.0,
254,Informa UK Limited,Journal of Soil Contamination,2,9,"Impact of Polyacrylamide Treatment on Sorptive Dynamics and Degradation of 2,4-D and Atrazine in Agricultural Soil",133-147,10.1080/10588330008984180,9,19,Mary E.,Watwood,2000,1.0,
255,Informa UK Limited,Soil and Sediment Contamination: An International Journal,1,17,Modification to Imazaquin Degradation in Soil Amended with Farm Manure,41-52,10.1080/15320380701741354,5,19,Huili,Wang,2007,12.0,21.0
256,Informa UK Limited,Journal of Soil Contamination,3,4,Occurrence and distribution of pesticides in soil at agrichemical facilities in Illinois,209-226,10.1080/15320389509383495,8,18,I. G.,Krapac,1995,7.0,
257,Informa UK Limited,Journal of Soil Contamination,3,8,"Elevated Soil Arsenic Levels at a Former Crude Oil Storage Facility-Assessment, Remediation, and Possible Sources",329-341,10.1080/10588339991339360,2,0,Daniel E.,Wellman,1999,5.0,
258,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,14,Removal of Heavy Metals from Sewage Sludge Used as Soil Fertilizer,143-154,10.1080/15320380590911797,14,40,MARIAN,TUREK,2005,3.0,
259,Informa UK Limited,Journal of Soil Contamination,2,1,Effects of soil on the bioavailability of m‐xylene after oral or dermal exposure,183-196,10.1080/15320389209383409,2,28,Mohamed S.,Abdel‐Rahman,1992,1.0,
